DATE; PX_LAST;PX_CLOSE_1D;CF_CASH_FROM_OPER;EXPLORATION_COST;FINDING_COST_BOE;BS_LT_BORROW;CAPEX_TO_TOTAL_ASSETS;E&P_CAPITAL_EXPENDITURES;CAPITAL_EXPEND;SUCCESS_RATE;PRODUCTIVE_GAS_WELLS_GROSS;PRODUCTIVE_OIL_WELLS_GROSS;DEVEL_WELLS_DRILLED_NET_US;EXPLOR_WELLS_DRILLED_NET_US;PRODUCTIVE_OIL_WELLS_NET_US;PRODUCTIVE_OIL_WELLS_GROSS_US;DEVEL_WELLS_DRILLED_GROSS_US;PRODUCTIVE_GAS_WELLS_NET_US;PRODUCTIVE_GAS_WELLS_GROSS_US;EXPLOR_WELLS_DRILLED_NET;DEVEL_WELLS_DRILLED_NET;PRODUCTIVE_GAS_WELLS_NET;PRODUCTIVE_OIL_WELLS_NET;NET_DEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE_US;NET_UNDEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE;GROSS_UNDEVELOPED_ACREAGE;NET_UNDEVELOPED_ACREAGE;NET_DEVELOPED_ACREAGE;RESERVE_REPLACEMENT_BOE;OIL_RESERVES_END_YEAR_WORLDWIDE;OIL_RESERVES_END_YR_US;GAS_END_YEAR_WORLD;GAS_RESERVES_END_YR_US;OIL_PRODUCTION_WORLD_MBBL_DY;OIL_PRODUCTION_US_MBBL_DY;GAS_PRODUCTION_WORLD_MMCF_DY;GAS_PRODUCTION_US_MMCF_DY;BOE_END_YEAR_WORLD;BOE_RESERVES_END_YR_US;TOTAL_PRODUCTION_MMBOE;DAILY_PROD_MBOE_US;TOTAL_PRODUCTION_WORLD_MBOE_DY;Dummy;;Tick
30.09.2006;;;0,042;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;TG;ALTX 
29.12.2006;0,245;0,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
30.09.2007;;;-0,522;;;0;;;-0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
31.12.2007;0,225;0,245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
30.09.2008;;;-0,225;;;0;;;-0,005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0055;;;;0,0003;;0,0009;0;TG;ALTX 
31.12.2008;0,12;0,225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
30.09.2009;;;-0,316;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,011;;;;0,0007;;0,0018;0;TG;ALTX 
31.12.2009;0,121;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
30.09.2010;;;-0,308;;;0;;;-0,29;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0055;;0,0055;;;;0,0023;;0,0064;0;TG;ALTX 
31.12.2010;0,14;0,121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
30.09.2011;;;-0,243;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0055;;0;;;;0,002;;0,0055;0;TG;ALTX 
30.12.2011;0,09;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
30.09.2012;;;-0,188;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;-431,4271;0,0052;;0;0;0,0027;;0,0027;0,0027;0,0052;;0,0012;0,0005;0,0032;0;TG;ALTX 
31.12.2012;0,092;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
30.09.2013;;;-0,06;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;400;0,0076;0,0076;0;0;0,0027;0,0027;0,0027;0,0027;0,0076;0,0076;0,0012;0,0032;0,0032;0;TG;ALTX 
31.12.2013;0,093;0,092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
30.09.2014;;;-0,057;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;20,5882;0,0067;0,0067;0;0;0,0022;0,0022;0,0055;0,0055;0,0067;0,0067;0,0011;0,0031;0,0031;0;TG;ALTX 
31.12.2014;0,0802;0,093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
30.09.2015;;;-0,09;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;-150;0,0042;0,0042;0;0;0,0027;0,0027;0,0027;0,0027;0,0042;0,0042;0,0012;0,0032;0,0032;0;TG;ALTX 
31.12.2015;0,061;0,0802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ALTX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ALTX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ALTX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ALTX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ALTX 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ALTX 
31.12.2007;1,2;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
31.12.2008;0,6;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
31.12.2009;0,31;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
31.12.2010;0,3;0,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
30.12.2011;0,53;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
31.12.2012;0,57;0,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;PGSI 
31.12.2013;0,6;0,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;PGSI 
31.12.2014;0,16;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;PGSI 
31.12.2015;0,007;0,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;PGSI 
#NAVN?;5,76;5,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
29.12.1995;4,5;5,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.1996;5,25;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.1997;1,32;5,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.1998;4,5;1,32;-0,16;;;0;;;-0,014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.1999;5,4;4,5;-0,129;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
29.12.2000;9,75;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2000;;;-0,166;;;0;;;-0,154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2001;3;9,75;0,003;;;0,03;;;-0,384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2002;0,276;3;-0,203;;;0,17;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2003;2,04;0,276;0,009;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2004;0,84;2,04;-0,1025;;;0;;;0;;;2;;;;;;;;;;;;;;;;;;;;;;;;0,008;;;;;;0,0029;;0,008;0;;EMPR 
30.12.2005;1,32;0,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2005;;;-0,1943;;;0;;;0;;;;;;;;;;;;;;;;;;0,4;77,6892;13,3218;0,0849;;;;;;0,01;;;;;;0,0036;;0,01;0;;EMPR 
29.12.2006;1,92;1,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2006;;;-0,2974;;;0;;;-0,7861;;;;;;;;;;;;;;;;;;0,4;108,6066;39,0707;0,0849;;;;;;;;;;;;;;;0;;EMPR 
31.12.2007;1,2;1,92;-0,3467;;;0;;;-0,3637;;;;;;;;;;;;;;;;;;0,4;103,101;50,338;0,0555;;;;;;;;;;;;;;;0;;EMPR 
31.12.2008;0,168;1,2;-0,264;;;0;;;-0,013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2009;1,128;0,168;-0,3021;;;0;;;-0,0072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2010;0,36;1,128;-0,1974;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
30.12.2011;0,288;0,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2011;;;-0,2637;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2012;0,216;0,288;-0,1763;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2013;0,05;0,216;-0,1094;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2014;0,1;0,05;-0,1546;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2015;0,09;0,1;-0,117;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;EMPR 
31.12.2002;50,5;50,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2003;0,45;50,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2004;0,3;0,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
30.12.2005;0,07;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2005;;;-0,0918;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
29.12.2006;0,073;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2006;;;-0,5759;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2007;0,015;0,073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2008;0,001;0,015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2009;0,0003;0,001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2010;0,001;0,0003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
30.12.2011;0,0008;0,001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2012;0,0004;0,0008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2013;0,004;0,0004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2014;0,005;0,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
31.12.2015;0,0061;0,005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;TVOG 
30.12.2011;1,75;1,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
31.12.2012;0,3;1,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
31.12.2013;0,725;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
31.12.2014;0,46;0,725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
31.12.2015;0,035;0,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;HENI 
31.12.1985;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1986;30;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1987;26,88;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
30.12.1988;25,625;26,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
